Date,Open,High,Low,Close,Volume,Market Cap
"Apr 27, 2021",33.42,34.92,33.19,34.7,1844667809,32388898377
"Apr 28, 2021",34.79,35.35,32.65,33.97,1856657053,31710405662
"Apr 29, 2021",33.96,35.97,32.99,35.97,1827249049,33586658507
"Apr 30, 2021",35.98,36.8,35.14,36.54,2210863082,34134808697
"May 01, 2021",36.52,37.36,35.91,36.93,1596159168,34504880432
"May 02, 2021",36.9,37.16,35.6,36.65,1423486755,34253692068
"May 03, 2021",36.64,38.26,36.62,37.26,1857108732,34826556841
"May 04, 2021",37.26,37.91,34.63,34.85,2627951840,32587842121
"May 05, 2021",34.77,40.72,34.54,40.5,3300471923,37882863795
"May 06, 2021",40.44,43.73,38.06,41.53,4088642953,38870956123
"May 07, 2021",41.58,42.58,38.42,39.93,3016255239,37378618337
"May 08, 2021",39.88,40.59,38.78,39.83,1754219539,37295541911
"May 09, 2021",39.89,40.55,38.28,40.31,2294525692,37754263203
"May 10, 2021",40.3,41.79,32.66,36.54,3187436826,34235729961
"May 11, 2021",36.51,38.64,35.59,38.64,2263017018,36214689634
"May 12, 2021",38.65,42.41,34.03,34.03,3698746095,31900616639
"May 13, 2021",35.06,41.79,33.15,40.03,7032709584,37533419368
"May 14, 2021",39.97,47.96,39.46,47.95,5633438540,44973584933
"May 15, 2021",47.96,49.69,42.98,43.54,6487556686,40852130812
"May 16, 2021",43.53,46.64,39.45,42.63,4268621267,40009764155
"May 17, 2021",42.39,42.39,35.43,38.71,4779518016,36337830039
"May 18, 2021",38.63,42.6,37.85,40.65,3914013746,38165764962
"May 19, 2021",40.69,41.34,18.64,25.23,10069997172,23694720120
"May 20, 2021",25.06,31.23,21.28,29.15,6694931133,27386147609
"May 21, 2021",29.02,30.98,20.03,24.46,6442011513,22988002770
"May 22, 2021",24.47,24.6,20.48,22.01,4379003452,20693927991
"May 23, 2021",22.07,23.46,13.82,18.03,6002858936,16949899549
"May 24, 2021",17.92,23.49,17.21,23.2,4412004564,21843419360
"May 25, 2021",23.26,24.2,19.76,22.13,3303527397,20845054527
"May 26, 2021",22.19,24.74,21.67,24.55,3100578186,23128780887
"May 27, 2021",24.55,24.9,21.81,23.85,2755550527,22478683384
"May 28, 2021",23.98,26.12,20.13,21.41,4521086730,20182855365
"May 29, 2021",21.37,22.27,18.81,19.86,2392272347,18728941361
"May 30, 2021",19.86,21.25,18.56,20.47,1947583708,19308719942
"May 31, 2021",20.48,23.43,19.1,23.43,2651300356,22107873817
"Jun 01, 2021",23.3,23.52,21.75,22.81,2230220978,21534458659
"Jun 02, 2021",22.85,26.84,22.68,25.96,2962777621,24511128160
"Jun 03, 2021",25.94,28.61,25.75,27.01,2803059246,25520462773
"Jun 04, 2021",26.99,26.99,23.71,25.01,2801117143,23633978172
"Jun 05, 2021",25.02,26.39,23.06,23.82,2102969701,22512800467
